County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
Pawnee,NE,Nebraska,78.68,1379,21.19,-0.260026,2566,0.035616,2791,489.7,2357,0.742,0.048,0.447,0.7584,-0.3429,-0.3476
Gallatin,KY,Kentucky,79.37,3917,15.01,-0.260397,2567,0.134697,1906,1449.6,1685,0.761,0.177,0.128,0.8021,-0.3247,-0.9461
Perry,MO,Missouri,81.29,9824,20.85,-0.260608,2568,0.357570,555,4062.7,807,0.822,0.435,0.427,0.9231,-0.2823,-0.3806
Washington,FL,Florida,82.41,12584,11.48,-0.260819,2569,0.432280,296,5538.6,555,0.856,0.505,0.027,0.9935,-0.2625,-1.2876
Cuming,NE,Nebraska,79.55,4445,24.88,-0.260966,2570,0.159536,1722,1662.4,1578,0.767,0.208,0.610,0.8133,-0.3209,0.0093
Towns,GA,Georgia,80.96,8838,31.03,-0.261044,2571,0.320345,705,3586.4,909,0.811,0.395,0.777,0.9021,-0.2894,0.6047
Gregory,SD,South Dakota,78.96,2267,22.19,-0.261116,2572,0.070312,2471,818.6,2091,0.748,0.094,0.498,0.7760,-0.3365,-0.2510
Perry,MS,Mississippi,79.89,5539,12.94,-0.261263,2573,0.202797,1392,2113.1,1381,0.777,0.261,0.059,0.8346,-0.3130,-1.1465
Grayson,VA,Virginia,80.75,8104,15.47,-0.261943,2574,0.295068,840,3249.9,988,0.804,0.367,0.149,0.8890,-0.2946,-0.9020
Cloud,KS,Kansas,79.52,4047,20.82,-0.262585,2575,0.140944,1846,1510.5,1648,0.766,0.184,0.426,0.8111,-0.3237,-0.3833
Moffat,CO,Colorado,80.32,6671,19.38,-0.262757,2576,0.247416,1103,2609.4,1194,0.793,0.312,0.347,0.8617,-0.3049,-0.5232
St. Clair,MO,Missouri,79.80,4990,14.69,-0.262779,2577,0.182125,1529,1893.8,1467,0.775,0.235,0.112,0.8290,-0.3170,-0.9771
Alcorn,MS,Mississippi,83.75,15112,18.56,-0.263606,2578,0.495396,156,7156.5,389,0.891,0.556,0.303,1.0786,-0.2444,-0.6028
Hamlin,SD,South Dakota,79.36,3226,24.47,-0.264022,2579,0.107160,2153,1192.7,1842,0.760,0.141,0.594,0.8010,-0.3296,-0.0303
Tillman,OK,Oklahoma,79.19,2533,16.84,-0.264611,2580,0.083050,2368,927.6,2021,0.755,0.110,0.217,0.7909,-0.3346,-0.7691
Clay,AR,Arkansas,79.89,4967,15.28,-0.264670,2581,0.181818,1530,1894.8,1466,0.777,0.234,0.140,0.8346,-0.3171,-0.9197
Adams,OH,Ohio,82.62,12429,14.89,-0.265500,2582,0.430860,301,5535.4,557,0.860,0.501,0.121,1.0071,-0.2636,-0.9580
Chattooga,GA,Georgia,81.91,10706,11.97,-0.265508,2583,0.388542,436,4583.5,707,0.841,0.462,0.035,0.9620,-0.2760,-1.2401
Randolph,AL,Alabama,82.07,11091,18.36,-0.265597,2584,0.399685,393,4790.5,668,0.845,0.473,0.291,0.9721,-0.2732,-0.6220
White,TN,Tennessee,82.88,12931,15.12,-0.266093,2585,0.443548,265,5840.6,515,0.868,0.511,0.131,1.0233,-0.2600,-0.9350
Cumberland,IL,Illinois,80.20,5769,19.58,-0.266105,2586,0.214608,1301,2241.8,1322,0.789,0.272,0.356,0.8546,-0.3114,-0.5039
Atchison,MO,Missouri,79.32,2713,22.17,-0.266265,2587,0.090202,2315,1001.0,1969,0.758,0.119,0.496,0.7989,-0.3333,-0.2531
Wilbarger,TX,Texas,79.83,4467,17.25,-0.266500,2588,0.162960,1680,1698.4,1560,0.776,0.210,0.240,0.8309,-0.3207,-0.7293
Pontotoc,MS,Mississippi,83.45,14068,18.50,-0.266866,2589,0.473288,199,6554.7,435,0.883,0.536,0.300,1.0595,-0.2519,-0.6084
Goliad,TX,Texas,79.71,3987,21.42,-0.266888,2590,0.139140,1865,1505.2,1650,0.773,0.180,0.459,0.8233,-0.3242,-0.3258
Appling,GA,Georgia,81.13,8334,11.19,-0.267415,2591,0.307632,768,3414.4,951,0.816,0.377,0.023,0.9127,-0.2930,-1.3155
Gem,ID,Idaho,81.99,10620,20.73,-0.267488,2592,0.387780,439,4566.8,710,0.843,0.460,0.422,0.9670,-0.2766,-0.3923
Adair,OK,Oklahoma,80.76,7256,12.32,-0.267547,2593,0.268536,976,2911.6,1078,0.804,0.334,0.044,0.8897,-0.3007,-1.2068
Moniteau,MO,Missouri,80.78,7275,15.79,-0.267858,2594,0.270816,959,2923.0,1074,0.806,0.336,0.163,0.8911,-0.3006,-0.8703
Palo Pinto,TX,Texas,83.18,13336,17.81,-0.268030,2595,0.457794,231,6123.4,481,0.877,0.522,0.262,1.0424,-0.2571,-0.6748
Letcher,KY,Kentucky,81.22,8431,12.48,-0.268597,2596,0.312039,749,3473.5,939,0.819,0.381,0.047,0.9189,-0.2923,-1.1908
Fulton,AR,Arkansas,80.11,5043,15.96,-0.268685,2597,0.186830,1499,1949.1,1442,0.785,0.238,0.170,0.8487,-0.3166,-0.8539
Sevier,AR,Arkansas,80.02,4714,9.35,-0.268794,2598,0.171600,1607,1812.0,1507,0.780,0.220,0.008,0.8427,-0.3189,-1.4942
Hot Springs,WY,Wyoming,79.47,2620,26.70,-0.269829,2599,0.087096,2343,975.0,1988,0.764,0.114,0.675,0.8080,-0.3340,0.1854
Fayette,IL,Illinois,81.73,9601,17.18,-0.269972,2600,0.356545,560,4070.1,805,0.835,0.427,0.236,0.9509,-0.2839,-0.7365
Whitley,KY,Kentucky,84.16,15075,20.92,-0.270137,2601,0.498046,149,7294.5,377,0.899,0.554,0.433,1.1041,-0.2447,-0.3736
Hickory,MO,Missouri,80.23,5120,12.79,-0.270676,2602,0.191970,1458,1993.1,1429,0.790,0.243,0.054,0.8565,-0.3160,-1.1611
Miller,MO,Missouri,83.21,13011,19.20,-0.270879,2603,0.449901,245,5982.4,497,0.877,0.513,0.335,1.0440,-0.2595,-0.5410
Campbell,TN,Tennessee,84.46,15528,12.67,-0.271138,2604,0.509172,124,7634.3,348,0.906,0.562,0.051,1.1231,-0.2414,-1.1730
Pike,IL,Illinois,81.05,7509,18.49,-0.271378,2605,0.278388,923,3063.1,1043,0.814,0.342,0.299,0.9079,-0.2989,-0.6089
Rush,KS,Kansas,79.73,3301,21.21,-0.271443,2606,0.112230,2100,1248.0,1811,0.774,0.145,0.448,0.8249,-0.3291,-0.3461
Dickenson,VA,Virginia,80.90,7047,10.07,-0.271530,2607,0.262925,1008,2850.2,1098,0.809,0.325,0.013,0.8984,-0.3022,-1.4242
Caldwell,MO,Missouri,80.18,4703,19.94,-0.272199,2608,0.173360,1593,1825.3,1495,0.788,0.220,0.377,0.8532,-0.3190,-0.4693
Cleburne,AR,Arkansas,83.17,12739,18.43,-0.272309,2609,0.444132,262,5845.7,513,0.876,0.507,0.296,1.0417,-0.2614,-0.6155
Poinsett,AR,Arkansas,80.96,7079,11.37,-0.272430,2610,0.265197,995,2872.7,1093,0.811,0.327,0.025,0.9021,-0.3020,-1.2983
Murray,GA,Georgia,85.67,17468,15.03,-0.272895,2611,0.560462,67,9146.5,258,0.931,0.602,0.128,1.1995,-0.2275,-0.9443
Russell,VA,Virginia,83.57,13525,13.06,-0.272916,2612,0.466395,217,6342.3,456,0.885,0.527,0.064,1.0670,-0.2558,-1.1345
Garvin,OK,Oklahoma,82.46,10991,18.32,-0.273067,2613,0.402790,384,4851.4,648,0.857,0.470,0.288,0.9968,-0.2739,-0.6257
Benton,TN,Tennessee,81.07,7260,12.82,-0.273472,2614,0.273025,944,2965.8,1068,0.815,0.335,0.056,0.9095,-0.3007,-1.1581
Bibb,AL,Alabama,81.80,9257,11.73,-0.273518,2615,0.345268,609,3938.9,837,0.836,0.413,0.031,0.9551,-0.2864,-1.2640
Greenwood,KS,Kansas,79.72,2884,21.59,-0.273538,2616,0.096625,2251,1089.2,1913,0.773,0.125,0.470,0.8237,-0.3321,-0.3088
Shelby,TX,Texas,82.07,9948,15.09,-0.273566,2617,0.373086,487,4296.9,756,0.846,0.441,0.130,0.9721,-0.2814,-0.9380
Randolph,AR,Arkansas,80.88,6636,12.08,-0.273741,2618,0.250790,1087,2680.5,1157,0.809,0.310,0.038,0.8970,-0.3052,-1.2293
Johnson,WY,Wyoming,80.36,4898,30.32,-0.274543,2619,0.181032,1538,1920.5,1455,0.794,0.228,0.764,0.8643,-0.3176,0.5363
Edmonson,KY,Kentucky,80.81,6247,10.73,-0.274878,2620,0.238065,1156,2513.3,1223,0.807,0.295,0.019,0.8926,-0.3080,-1.3607
Dawson,TX,Texas,79.99,3513,12.73,-0.275464,2621,0.122303,2017,1348.1,1747,0.779,0.157,0.053,0.8410,-0.3276,-1.1671
Washington,MO,Missouri,82.29,10237,11.71,-0.275483,2622,0.382548,454,4476.7,722,0.852,0.449,0.030,0.9861,-0.2794,-1.2651
Pendleton,KY,Kentucky,81.06,6900,15.36,-0.275505,2623,0.260800,1021,2816.1,1113,0.815,0.320,0.144,0.9084,-0.3033,-0.9117
Pope,IL,Illinois,79.61,2133,15.67,-0.275642,2624,0.066903,2502,800.4,2106,0.769,0.087,0.155,0.8168,-0.3375,-0.8826
Owen,KY,Kentucky,80.62,5500,18.28,-0.275930,2625,0.208520,1346,2189.0,1346,0.802,0.260,0.284,0.8807,-0.3133,-0.6293
Logan,WV,West Virginia,82.83,11469,14.72,-0.276028,2626,0.418761,340,5167.1,604,0.867,0.483,0.114,1.0204,-0.2705,-0.9739
Hughes,OK,Oklahoma,80.36,4659,16.02,-0.276050,2627,0.173886,1588,1826.9,1493,0.794,0.219,0.172,0.8644,-0.3193,-0.8480
Smith,TN,Tennessee,81.99,9336,18.45,-0.276527,2628,0.351948,577,4016.4,823,0.844,0.417,0.297,0.9675,-0.2858,-0.6129
Clearwater,ID,Idaho,80.32,4420,17.52,-0.276642,2629,0.163152,1677,1728.8,1546,0.792,0.206,0.248,0.8617,-0.3211,-0.7031
Nance,NE,Nebraska,79.59,1837,20.11,-0.276949,2630,0.055368,2611,688.5,2188,0.769,0.072,0.388,0.8156,-0.3396,-0.4520
Thayer,NE,Nebraska,79.87,2852,23.82,-0.277041,2631,0.096224,2254,1087.1,1915,0.776,0.124,0.565,0.8337,-0.3323,-0.0932
Lincoln,WY,Wyoming,82.63,10840,26.04,-0.277109,2632,0.401226,387,4829.8,657,0.861,0.466,0.653,1.0076,-0.2750,0.1217
Estill,KY,Kentucky,80.94,6290,12.20,-0.277150,2633,0.239760,1146,2549.6,1210,0.810,0.296,0.041,0.9009,-0.3077,-1.2178
Red River,TX,Texas,80.78,5796,15.42,-0.277235,2634,0.219765,1261,2328.3,1289,0.805,0.273,0.147,0.8909,-0.3112,-0.9068
Edmunds,SD,South Dakota,79.67,2031,28.25,-0.277498,2635,0.063222,2539,764.8,2137,0.771,0.082,0.716,0.8206,-0.3382,0.3350
Beauregard,LA,Louisiana,85.07,15874,17.05,-0.277542,2636,0.525320,93,8057.6,316,0.920,0.571,0.230,1.1616,-0.2389,-0.7484
Jackson,TN,Tennessee,80.80,5676,15.00,-0.278326,2637,0.215469,1295,2282.2,1307,0.807,0.267,0.127,0.8919,-0.3121,-0.9469
Prairie,MT,Montana,79.36,688,26.93,-0.278712,2638,0.009893,3036,254.4,2527,0.761,0.013,0.681,0.8013,-0.3478,0.2082
Covington,AL,Alabama,85.86,17095,17.17,-0.278783,2639,0.556664,72,9036.3,265,0.934,0.596,0.235,1.2111,-0.2302,-0.7371
Sherman,NE,Nebraska,79.67,1687,20.46,-0.279583,2640,0.049344,2668,635.3,2230,0.771,0.064,0.405,0.8207,-0.3407,-0.4189
Marshall,OK,Oklahoma,81.17,6589,18.16,-0.279605,2641,0.252762,1076,2705.6,1151,0.818,0.309,0.277,0.9152,-0.3055,-0.6416
Dallas,MO,Missouri,81.83,8441,16.43,-0.279645,2642,0.320116,706,3597.6,905,0.838,0.382,0.193,0.9569,-0.2922,-0.8082
Sully,SD,South Dakota,79.47,901,24.06,-0.279821,2643,0.017595,2960,335.3,2478,0.765,0.023,0.575,0.8081,-0.3463,-0.0702
Panola,TX,Texas,83.05,11439,17.03,-0.279958,2644,0.420786,333,5215.0,600,0.873,0.482,0.229,1.0341,-0.2707,-0.7502
Jefferson,ID,Idaho,85.21,15820,27.37,-0.280181,2645,0.524832,96,8090.9,312,0.924,0.568,0.695,1.1707,-0.2393,0.2506
Lander,NV,Nevada,80.00,2725,19.28,-0.280454,2646,0.093480,2277,1046.4,1942,0.779,0.120,0.341,0.8417,-0.3332,-0.5329
Clay,WV,West Virginia,80.15,3240,11.33,-0.280555,2647,0.111612,2110,1255.4,1804,0.786,0.142,0.024,0.8514,-0.3295,-1.3022
Prentiss,MS,Mississippi,82.66,10381,19.71,-0.280978,2648,0.388762,434,4633.3,700,0.862,0.451,0.365,1.0095,-0.2783,-0.4914
Lawrence,AR,Arkansas,80.96,5692,14.53,-0.281361,2649,0.216270,1288,2309.6,1297,0.810,0.267,0.106,0.9020,-0.3119,-0.9930
Wallace,KS,Kansas,80.32,3603,24.54,-0.281797,2650,0.126880,1984,1409.7,1710,0.793,0.160,0.596,0.8620,-0.3269,-0.0232
De Kalb,MO,Missouri,80.70,4814,16.35,-0.281946,2651,0.179872,1543,1925.2,1453,0.803,0.224,0.191,0.8860,-0.3182,-0.8162
Boundary,ID,Idaho,81.49,7110,24.05,-0.282380,2652,0.272240,951,2973.7,1064,0.830,0.328,0.574,0.9357,-0.3018,-0.0713
Scott,IL,Illinois,80.05,2587,21.52,-0.282428,2653,0.088479,2328,996.5,1973,0.783,0.113,0.465,0.8451,-0.3342,-0.3156
Iron,MO,Missouri,80.66,4518,19.01,-0.282877,2654,0.170024,1621,1802.0,1514,0.802,0.212,0.325,0.8830,-0.3204,-0.5590
Idaho,ID,Idaho,82.58,9867,22.57,-0.283233,2655,0.376242,473,4384.0,746,0.859,0.438,0.514,1.0044,-0.2820,-0.2144
Elliott,KY,Kentucky,80.21,2911,8.67,-0.283792,2656,0.100203,2215,1131.8,1883,0.789,0.127,0.004,0.8551,-0.3319,-1.5596
Stewart,TN,Tennessee,81.40,6620,17.65,-0.284010,2657,0.255750,1054,2755.4,1137,0.825,0.310,0.255,0.9303,-0.3053,-0.6908
Livingston,KY,Kentucky,80.87,4972,14.72,-0.284359,2658,0.189880,1473,2007.9,1420,0.808,0.235,0.114,0.8968,-0.3171,-0.9745
Morgan,KY,Kentucky,81.02,5373,18.74,-0.284622,2659,0.206502,1360,2187.7,1347,0.813,0.254,0.311,0.9058,-0.3142,-0.5852
Clark,MO,Missouri,80.38,3333,14.88,-0.284629,2660,0.116865,2064,1308.3,1774,0.795,0.147,0.120,0.8655,-0.3288,-0.9589
Calhoun,AR,Arkansas,80.02,2092,19.80,-0.284681,2661,0.065604,2514,804.2,2101,0.781,0.084,0.371,0.8429,-0.3377,-0.4829
Hickman,KY,Kentucky,80.04,2069,15.12,-0.285237,2662,0.064906,2522,796.3,2107,0.782,0.083,0.131,0.8441,-0.3379,-0.9352
Phillips,MT,Montana,80.08,2189,25.43,-0.285437,2663,0.071344,2456,844.6,2074,0.784,0.091,0.633,0.8469,-0.3371,0.0629
Washakie,WY,Wyoming,80.60,3877,23.51,-0.285877,2664,0.140175,1854,1541.7,1637,0.801,0.175,0.553,0.8798,-0.3249,-0.1234
Phillips,CO,Colorado,80.17,2355,31.51,-0.286286,2665,0.078700,2401,913.3,2027,0.787,0.100,0.790,0.8524,-0.3359,0.6510
Henderson,TN,Tennessee,83.70,12047,16.06,-0.286341,2666,0.440055,277,5687.5,538,0.889,0.495,0.176,1.0749,-0.2664,-0.8444
Montgomery,AR,Arkansas,80.58,3707,16.75,-0.286409,2667,0.133600,1913,1471.9,1670,0.800,0.167,0.211,0.8781,-0.3262,-0.7780
Chester,TN,Tennessee,81.91,7577,22.04,-0.287059,2668,0.290145,862,3243.6,992,0.841,0.345,0.490,0.9619,-0.2984,-0.2658
Campbell,WY,Wyoming,87.26,18342,23.33,-0.287620,2669,0.589512,37,10409.8,197,0.957,0.616,0.548,1.3000,-0.2212,-0.1407
Blaine,OK,Oklahoma,80.67,3786,18.10,-0.287726,2670,0.137313,1879,1510.9,1647,0.803,0.171,0.273,0.8837,-0.3256,-0.6474
Gentry,MO,Missouri,80.53,3292,21.59,-0.288009,2671,0.114912,2084,1303.5,1776,0.798,0.144,0.469,0.8750,-0.3291,-0.3090
Washington,KS,Kansas,80.01,1506,25.78,-0.288097,2672,0.044460,2714,578.8,2275,0.780,0.057,0.643,0.8425,-0.3419,0.0968
Scotland,MO,Missouri,80.14,1918,15.18,-0.288223,2673,0.059736,2577,742.3,2154,0.786,0.076,0.135,0.8502,-0.3390,-0.9293
Bailey,TX,Texas,80.13,1741,15.20,-0.289105,2674,0.052662,2636,673.5,2198,0.786,0.067,0.135,0.8497,-0.3403,-0.9276
Wayne,KY,Kentucky,82.48,8733,13.90,-0.289603,2675,0.335944,642,3859.3,848,0.857,0.392,0.086,0.9982,-0.2901,-1.0538
Robertson,KY,Kentucky,79.98,1144,13.78,-0.289614,2676,0.028786,2849,438.8,2410,0.778,0.037,0.082,0.8406,-0.3445,-1.0654
Knox,NE,Nebraska,81.00,4436,19.01,-0.290306,2677,0.168084,1639,1804.1,1513,0.812,0.207,0.325,0.9045,-0.3209,-0.5590
Uintah,UT,Utah,85.90,15832,16.77,-0.290356,2678,0.532380,87,8385.9,293,0.934,0.570,0.212,1.2137,-0.2392,-0.7758
Magoffin,KY,Kentucky,81.30,5274,12.82,-0.290994,2679,0.205750,1366,2182.8,1351,0.823,0.250,0.056,0.9240,-0.3149,-1.1586
Claiborne,TN,Tennessee,84.70,13534,18.22,-0.291025,2680,0.480097,185,6737.6,423,0.911,0.527,0.281,1.1381,-0.2557,-0.6358
Hardin,IL,Illinois,80.27,1926,13.28,-0.291049,2681,0.060907,2568,751.3,2150,0.791,0.077,0.068,0.8587,-0.3389,-1.1135
Hamilton,IL,Illinois,80.96,4181,21.02,-0.291249,2682,0.156523,1738,1697.0,1561,0.811,0.193,0.438,0.9023,-0.3228,-0.3642
Brown,TX,Texas,86.59,16853,20.17,-0.291631,2683,0.562757,65,9247.1,253,0.949,0.593,0.390,1.2575,-0.2319,-0.4467
Howard,NE,Nebraska,80.79,3550,26.03,-0.291764,2684,0.128154,1965,1426.8,1701,0.806,0.159,0.653,0.8914,-0.3273,0.1206
Adams,ND,North Dakota,80.10,1201,24.40,-0.291820,2685,0.030615,2834,463.9,2384,0.785,0.039,0.591,0.8480,-0.3441,-0.0368
Holmes,OH,Ohio,84.18,12335,11.06,-0.292226,2686,0.449500,247,5976.3,498,0.899,0.500,0.021,1.1056,-0.2643,-1.3286
Graham,NC,North Carolina,81.25,4779,17.60,-0.293204,2687,0.182262,1528,1972.0,1434,0.821,0.222,0.252,0.9206,-0.3185,-0.6959
McNairy,TN,Tennessee,83.76,11267,13.04,-0.293393,2688,0.426789,318,5336.6,584,0.891,0.479,0.063,1.0788,-0.2720,-1.1366
Rio Blanco,CO,Colorado,80.93,3692,24.65,-0.293800,2689,0.134460,1909,1496.0,1658,0.810,0.166,0.600,0.9005,-0.3263,-0.0128
Platte,WY,Wyoming,81.30,4765,20.74,-0.294299,2690,0.181662,1532,1971.7,1435,0.822,0.221,0.423,0.9238,-0.3186,-0.3913
Gilchrist,FL,Florida,83.58,10686,15.30,-0.294729,2691,0.409332,366,5012.5,624,0.886,0.462,0.141,1.0673,-0.2761,-0.9176
McCurtain,OK,Oklahoma,83.87,11309,16.34,-0.295012,2692,0.429120,306,5389.0,571,0.894,0.480,0.191,1.0859,-0.2717,-0.8177
Clay,NE,Nebraska,80.88,3310,22.28,-0.295112,2693,0.118114,2058,1337.0,1756,0.809,0.146,0.500,0.8970,-0.3290,-0.2423
Wells,ND,North Dakota,80.56,2253,21.71,-0.295179,2694,0.074307,2438,893.6,2044,0.799,0.093,0.475,0.8770,-0.3366,-0.2978
Freestone,TX,Texas,82.92,9045,16.54,-0.295336,2695,0.351076,579,4094.4,799,0.869,0.404,0.199,1.0258,-0.2879,-0.7983
Allen,KY,Kentucky,83.07,9418,18.42,-0.295404,2696,0.366660,510,4299.6,755,0.873,0.420,0.295,1.0357,-0.2852,-0.6163
Lake,OR,Oregon,81.20,4213,21.12,-0.295917,2697,0.159705,1720,1733.5,1541,0.819,0.195,0.443,0.9175,-0.3225,-0.3543
McHenry,ND,North Dakota,80.78,2752,20.32,-0.296630,2698,0.097405,2246,1105.3,1900,0.805,0.121,0.398,0.8907,-0.3330,-0.4324
Daviess,MO,Missouri,81.15,3925,18.44,-0.296694,2699,0.144609,1825,1610.0,1601,0.817,0.177,0.296,0.9140,-0.3246,-0.6143
Bosque,TX,Texas,83.22,9576,20.37,-0.296803,2700,0.373150,485,4405.9,741,0.878,0.425,0.400,1.0447,-0.2841,-0.4270
Doniphan,KS,Kansas,81.05,3577,21.73,-0.296892,2701,0.130240,1939,1458.8,1679,0.814,0.160,0.475,0.9076,-0.3271,-0.2957
Tippah,MS,Mississippi,83.24,9591,17.85,-0.297161,2702,0.374028,479,4419.1,732,0.878,0.426,0.265,1.0464,-0.2840,-0.6710
Grundy,MO,Missouri,81.34,4404,16.69,-0.297378,2703,0.169538,1629,1825.9,1494,0.823,0.206,0.208,0.9259,-0.3212,-0.7835
Cassia,ID,Idaho,83.27,9558,21.27,-0.297872,2704,0.373120,486,4410.0,738,0.880,0.424,0.450,1.0480,-0.2842,-0.3401
Noble,OH,Ohio,81.97,6161,15.70,-0.298021,2705,0.246156,1114,2646.5,1172,0.843,0.292,0.157,0.9658,-0.3086,-0.8791
Union,MS,Mississippi,84.62,12478,19.14,-0.298364,2706,0.455816,235,6186.8,470,0.908,0.502,0.332,1.1332,-0.2633,-0.5465
Knox,KY,Kentucky,84.97,13156,13.60,-0.298466,2707,0.474606,195,6641.5,432,0.918,0.517,0.077,1.1549,-0.2584,-1.0823
Lincoln,KS,Kansas,81.60,5016,25.86,-0.298587,2708,0.197184,1421,2110.7,1383,0.832,0.237,0.646,0.9426,-0.3168,0.1041
Izard,AR,Arkansas,81.92,5925,19.72,-0.298810,2709,0.235760,1171,2539.0,1214,0.842,0.280,0.366,0.9631,-0.3103,-0.4902
Sequatchie,TN,Tennessee,82.66,7890,20.64,-0.299025,2710,0.306872,775,3521.7,922,0.862,0.356,0.417,1.0096,-0.2962,-0.4007
Keith,NE,Nebraska,81.35,4199,22.73,-0.299096,2711,0.159856,1718,1742.6,1535,0.824,0.194,0.521,0.9270,-0.3226,-0.1989
Newton,AR,Arkansas,81.25,3770,15.68,-0.299769,2712,0.140220,1852,1555.2,1625,0.820,0.171,0.156,0.9203,-0.3257,-0.8815
Grant,KS,Kansas,80.77,2220,25.12,-0.299776,2713,0.074060,2440,891.1,2045,0.805,0.092,0.623,0.8900,-0.3368,0.0328
Cheyenne,NE,Nebraska,81.50,4530,23.21,-0.299895,2714,0.176790,1573,1895.7,1465,0.830,0.213,0.540,0.9364,-0.3203,-0.1522
Harmon,OK,Oklahoma,80.39,882,13.38,-0.300001,2715,0.017512,2963,346.4,2469,0.796,0.022,0.070,0.8660,-0.3464,-1.1041
Woods,OK,Oklahoma,81.23,3638,32.52,-0.300212,2716,0.133497,1917,1499.0,1655,0.819,0.163,0.809,0.9190,-0.3267,0.7493
Hockley,TX,Texas,82.82,7988,18.92,-0.301348,2717,0.312626,744,3597.3,906,0.866,0.361,0.319,1.0199,-0.2955,-0.5677
Yuma,CO,Colorado,81.64,4663,25.33,-0.301855,2718,0.182427,1527,1967.0,1437,0.833,0.219,0.630,0.9453,-0.3193,0.0526
Tripp,SD,South Dakota,81.01,2654,17.73,-0.302145,2719,0.093495,2276,1080.2,1922,0.813,0.115,0.259,0.9054,-0.3337,-0.6825
Madison,TX,Texas,81.95,5489,18.35,-0.302248,2720,0.218078,1273,2355.0,1279,0.842,0.259,0.290,0.9644,-0.3134,-0.6224
Haralson,GA,Georgia,87.01,16364,16.96,-0.302341,2721,0.555228,73,9172.1,257,0.954,0.582,0.224,1.2842,-0.2354,-0.7577
Ballard,KY,Kentucky,81.48,4088,18.42,-0.302481,2722,0.155852,1743,1709.0,1554,0.829,0.188,0.294,0.9352,-0.3234,-0.6164
Dade,GA,Georgia,82.98,8200,18.45,-0.302605,2723,0.321900,698,3723.4,882,0.870,0.370,0.296,1.0294,-0.2940,-0.6135
Madison,MO,Missouri,82.06,5753,16.32,-0.302699,2724,0.228995,1216,2484.2,1238,0.845,0.271,0.190,0.9717,-0.3115,-0.8192
Osceola,IA,Iowa,81.23,3229,16.74,-0.303045,2725,0.115620,2077,1331.0,1759,0.820,0.141,0.210,0.9194,-0.3296,-0.7786
Metcalfe,KY,Kentucky,81.86,5127,12.97,-0.303057,2726,0.204716,1374,2189.3,1345,0.839,0.244,0.060,0.9591,-0.3160,-1.1439
Jasper,IL,Illinois,82.01,5425,20.92,-0.303949,2727,0.216064,1290,2335.8,1285,0.844,0.256,0.432,0.9684,-0.3139,-0.3740
Baker,FL,Florida,86.31,14977,17.82,-0.304143,2728,0.521088,102,8100.4,311,0.944,0.552,0.263,1.2395,-0.2454,-0.6738
Harper,KS,Kansas,81.10,2555,22.80,-0.304604,2729,0.090576,2311,1045.0,1945,0.816,0.111,0.525,0.9108,-0.3344,-0.1921
Cannon,TN,Tennessee,82.58,6881,16.83,-0.304674,2730,0.274880,935,3056.8,1046,0.859,0.320,0.217,1.0042,-0.3034,-0.7696
Choctaw,OK,Oklahoma,82.16,5639,15.22,-0.305433,2731,0.224136,1239,2448.3,1248,0.849,0.264,0.137,0.9780,-0.3123,-0.9254
Daggett,UT,Utah,80.55,550,17.62,-0.305583,2732,0.007182,3065,218.0,2549,0.798,0.009,0.253,0.8761,-0.3488,-0.6939
Schley,GA,Georgia,81.14,2428,22.19,-0.306297,2733,0.084968,2361,995.4,1974,0.817,0.104,0.498,0.9134,-0.3353,-0.2514
Merrick,NE,Nebraska,81.78,4342,18.31,-0.306869,2734,0.168872,1631,1846.0,1487,0.836,0.202,0.286,0.9541,-0.3216,-0.6270
Carroll,MO,Missouri,81.89,4528,19.25,-0.307777,2735,0.178920,1549,1936.7,1449,0.840,0.213,0.338,0.9610,-0.3203,-0.5357
Lewis,TN,Tennessee,82.38,5890,10.27,-0.307924,2736,0.237690,1159,2588.2,1197,0.855,0.278,0.015,0.9916,-0.3105,-1.4052
Lincoln,CO,Colorado,81.29,2571,26.08,-0.308622,2737,0.092064,2293,1063.3,1933,0.822,0.112,0.654,0.9232,-0.3343,0.1250
Sheridan,KS,Kansas,81.09,1909,24.26,-0.308687,2738,0.061200,2562,780.5,2121,0.816,0.075,0.583,0.9104,-0.3391,-0.0512
Johnston,OK,Oklahoma,81.84,4230,20.49,-0.308884,2739,0.164248,1670,1804.6,1512,0.838,0.196,0.408,0.9580,-0.3224,-0.4159
Calhoun,WV,West Virginia,81.44,2936,10.11,-0.309262,2740,0.106812,2156,1224.3,1822,0.828,0.129,0.013,0.9324,-0.3317,-1.4206
Bracken,KY,Kentucky,81.84,4153,17.85,-0.309423,2741,0.160249,1711,1771.8,1524,0.839,0.191,0.264,0.9581,-0.3230,-0.6717
Swisher,TX,Texas,81.24,2265,15.47,-0.309477,2742,0.077080,2417,933.8,2015,0.820,0.094,0.149,0.9197,-0.3365,-0.9017
Hardin,TN,Tennessee,85.11,12094,15.09,-0.309665,2743,0.456816,234,6151.1,474,0.921,0.496,0.130,1.1640,-0.2660,-0.9382
Lamb,TX,Texas,81.86,4151,14.32,-0.309749,2744,0.160249,1712,1772.4,1523,0.839,0.191,0.100,0.9590,-0.3230,-1.0126
